代码,名称,最新,涨跌幅,成交量(手),成交金额,换手率,正股名称,正股价格,正股涨跌幅,转股价格,转股价值,转股溢价率,纯债价值,纯债YTM,平价底价溢价率,权证价格,有条件赎回价,到期赎回价,有条件回售价,剩余期限,到期日期,债券余额(亿元),主体评级,债券评级,类型,双低
128135.SZ,洽洽转债,115.11,-0.0008,4685300,5405698,0.00349662118165989,洽洽食品,44.75,0.0002,60.03,74.5461,0.5441,95.1627,0.832,-0.2162,19.997,INF,115,INF,5.3151,20261020,1339950700,AA,AA,偏债型,169.52
128136.SZ,立讯转债,116.84,-0.0056,510339800,624000827,0.170121375785579,立讯精密,47.01,0.0255,58.36,80.5517,0.4505,90.7548,-0.8122,-0.1121,26.121,INF,108,INF,5.3534,20261103,2999857000,AA+,AA+,平衡型,161.89
128137.SZ,洁美转债,126.9,-0.0008,4972400,6315765,0.0082881759645564,洁美科技,30.32,-0.0023,27.63,109.7358,0.1564,83.0401,-1.4844,0.3222,43.905,INF,112,INF,5.3562,20261104,599939000,AA-,AA-,偏股型,142.54
128138.SZ,侨银转债,103.068,0.0014,2826200,2911737,0.00672935684901711,侨银股份,16.08,-0.0019,25.33,63.482,0.6236,96.3876,5.4567,-0.341,6.733,INF,130,INF,5.3918,20261117,419980700,AA-,AA-,偏债型,165.428
128139.SZ,祥鑫转债,100.24,0.0014,3389700,3400721,0.00523929466360751,祥鑫科技,25.55,0.0016,36.96,69.1288,0.45,85.2591,3.5989,-0.1888,15.027,INF,115,INF,5.4301,20261201,646976400,AA-,AA-,平衡型,145.24
128140.SZ,润建转债,111.6,0.0046,13302500,14701527,0.012204884247419,润建股份,25.58,-0.0169,26.4,96.8939,0.1518,90.5482,0.5952,0.0706,21.092,INF,110,INF,5.4466,20261207,1089932500,AA,AA,平衡型,126.78
128141.SZ,旺能转债,112.252,0.0015,20779800,23278638,0.0148431871472477,旺能环境,16.22,-0.0073,15.97,101.5654,0.1052,90.3419,0.4667,0.1247,21.95,INF,110,INF,5.474,20261217,1399955400,AA,AA,平衡型,122.772
128142.SZ,新乳转债,118.8,0.0111,5897400,7012759,0.00821367762422571,新乳业,15.6,-0.0013,18.47,84.4613,0.4066,90.3308,-0.5859,-0.0646,28.51,INF,110,INF,5.4767,20261218,717997500,AA,AA,平衡型,159.46
128143.SZ,锋龙转债,112.36,-0.0121,19093500,21549544,0.0779326530612245,锋龙股份,13.26,-0.0335,12.73,104.1634,0.0787,76.2938,1.4859,0.3659,36.1,INF,115,INF,5.5342,20270108,245000000,A+,A+,偏股型,120.23
128144.SZ,利民转债,108.57,0.0081,5340000,5786838,0.00544897959183673,利民股份,12,0.0178,13.98,85.8369,0.2648,88.5164,0.8913,-0.03,20.079,INF,110,INF,5.6767,20270301,980000000,AA,AA,平衡型,135.05
128145.SZ,日丰转债,114.701,-0.0132,4902700,5618084,0.0129018421052632,日丰股份,14.55,-0.0136,13.66,106.5154,0.0768,79.5048,0.1078,0.3402,35.223,INF,110,INF,5.7342,20270322,380000000,AA-,AA-,偏股型,122.381
120002.SZ,18中原EB,0,0,0,0,0,中原传媒,6.92,0.0029,9.35,74.0107,0,113.4751,0,-0.3475,0,INF,INF,INF,2.4932,0,620000000,AA+,AA+,偏债型,0
120003.SZ,19华菱EB,139.78,0.0278,14758900,20254012,0.00737945,华菱钢铁,6.53,0.0398,4.47,146.085,-0.0432,101.4684,-5.8702,0.4419,38.467,INF,INF,INF,3.4137,0,2000000000,AAA,AAA,偏股型,135.46
120004.SZ,20华菱EB,131.499,0.0272,2568000,3376306,0.001712,华菱钢铁,6.53,0.0398,4.92,132.7236,-0.0092,100.9823,-4.0066,0.3163,30.672,INF,INF,INF,3.537,0,1500000000,AAA,AAA,偏股型,130.579
132004.SH,15国盛EB,102.3,0,0,0,0,上海建工,2.79,0,5.3,52.6415,0.9555,102.9836,2.8302,-0.4888,-0.031,INF,INF,INF,0.3589,0,4477340000,AAA,AAA,偏债型,197.85
132007.SH,16凤凰EB,104.35,0.001,6054000,6313496,0.0012108,凤凰传媒,7.4,0.0014,14.2,52.1127,1.0149,105.0028,2.71,-0.5036,0.014,INF,INF,INF,0.3452,0,5000000000,AAA,AAA,偏债型,205.84
132008.SH,17山高EB,104.8,0,1000,1048,4.00000160000064E-7,山东高速,6.24,0.0065,9.02,69.1796,0.5191,105.1489,2.9878,-0.342,-0.04,INF,INF,INF,0.8247,0,2499999000,AAA,AAA,偏债型,156.71
132009.SH,17中油EB,102.95,0.0003,35852000,36910823,0.0035852,中国石油,5.41,0.0037,8.24,65.6553,0.5826,103.74,2.8645,-0.3669,0.192,INF,INF,INF,1.0438,0,10000000000,AAA,AAA,偏债型,161.21
132011.SH,17浙报EB,100.5,0,0,0,0,浙数文化,7.46,0.0054,23.72,31.1093,2.2581,101.4894,3.1581,-0.6935,-0.125,INF,INF,INF,1.1397,0,2400000000,AAA,AAA,偏债型,326.31
132014.SH,18中化EB,114.95,0.0081,41039000,47126540,0.0117254312515271,中国化学,8.15,0.0037,7.13,110.8844,0.0381,101.8241,-3.5349,0.0894,13.319,INF,INF,INF,1.8247,0,3499999200,AAA,AAA,平衡型,118.76
132015.SH,18中油EB,102.26,0,80212000,82027858,0.0040106,中国石油,5.41,0.0037,8.66,62.4711,0.6458,102.6314,3.0174,-0.3911,0.22,INF,INF,INF,1.6,0,20000000000,AAA,AAA,偏债型,166.84
132016.SH,19东创EB,101.5,0,0,0,0,华安证券,5.71,0.0196,7.28,78.4341,0.2989,99.087,-0.4944,-0.2082,2.819,INF,INF,INF,0.7452,0,150000000,AA,AA,偏债型,131.39
132017.SH,19新钢EB,108.51,0.0036,10059000,10964938,0.00608715027327728,新钢股份,5.84,0.0466,6,97.3333,0.1158,105.4338,-0.684,-0.0765,3.211,INF,INF,INF,0.8082,0,1652497400,AA+,AA+,平衡型,120.09
132018.SH,G三峡EB1,120.15,0.0032,76472000,91537602,0.00430379614044621,长江电力,20.64,0.0118,17.44,118.3486,0.0161,99.7452,-3.3195,0.1876,20.605,INF,INF,INF,2.7836,0,17768499600,AAA,AAA,平衡型,121.76
132020.SH,19蓝星EB,116,-0.0009,2698000,3129680,0.000692958509045061,安迪苏,12.36,-0.0144,11.12,111.1511,0.0498,101.8959,-0.7116,0.0925,14.951,INF,INF,INF,3.3096,0,3893451000,AAA,AAA,平衡型,120.98
132021.SH,19中电EB,107.4,0.0035,14591000,15675663,0.00694809523809524,中国软件,58.9,-0.0198,74.17,79.4122,0.3561,102.4687,-0.451,-0.2248,5.246,INF,INF,INF,1.4192,0,2100000000,AAA,AAA,偏债型,143.01
132022.SH,20广版EB,100.55,0.0032,6028000,6041084,0.007535,南方传媒,7.88,0.009,11.26,69.9822,0.437,100.236,2.9977,-0.3016,0.367,INF,INF,INF,1.8411,0,800000000,AA+,AAA,偏债型,144.25
,,,,,,,,,,,,,,,,,,,,,,,,,,
数据来源：Wind,,,,,,,,,,,,,,,,,,,,,,,,,,
