,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
20,110038.XSHG,110056.XSHG,113025.XSHG,113502.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113534.XSHG,123011.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128015.XSHE,128023.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,20190531
21,110038.XSHG,113025.XSHG,113502.XSHG,113519.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113534.XSHG,123011.XSHE,127003.XSHE,127004.XSHE,128013.XSHE,128015.XSHE,128023.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,20190606
22,110038.XSHG,113025.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113534.XSHG,123011.XSHE,127003.XSHE,127004.XSHE,127013.XSHE,128013.XSHE,128015.XSHE,128023.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,20190614
23,110038.XSHG,110056.XSHG,113025.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113534.XSHG,123011.XSHE,123017.XSHE,127004.XSHE,127013.XSHE,128013.XSHE,128015.XSHE,128023.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,20190621
24,110038.XSHG,110056.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113534.XSHG,123011.XSHE,123017.XSHE,127004.XSHE,127013.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128050.XSHE,128051.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,20190628
25,110038.XSHG,110056.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,127004.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128042.XSHE,128050.XSHE,128051.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,20190705
26,110038.XSHG,110056.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113534.XSHG,113537.XSHG,123011.XSHE,127004.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,128069.XSHE,20190712
27,110038.XSHG,110056.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,127004.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,128069.XSHE,20190719
28,110038.XSHG,110056.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123017.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128023.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,128069.XSHE,20190726
29,110038.XSHG,110056.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128023.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128066.XSHE,128069.XSHE,20190802
30,113016.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20190809
31,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128035.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20190816
32,113016.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20190823
33,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128018.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20190830
34,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128028.XSHE,128032.XSHE,128035.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20190906
35,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128035.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20190912
36,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128028.XSHE,128032.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20190920
37,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20190927
38,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20190930
39,110056.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191011
40,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128037.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191018
41,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20191025
42,113502.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20191101
43,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123025.XSHE,123029.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191108
44,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123029.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191115
45,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123028.XSHE,123029.XSHE,127003.XSHE,127004.XSHE,128013.XSHE,128014.XSHE,128018.XSHE,128023.XSHE,128026.XSHE,128032.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191122
46,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113537.XSHG,123028.XSHE,123029.XSHE,123033.XSHE,127003.XSHE,127004.XSHE,128013.XSHE,128014.XSHE,128018.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191129
47,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123028.XSHE,123029.XSHE,123033.XSHE,127003.XSHE,127004.XSHE,128013.XSHE,128014.XSHE,128018.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191206
48,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113535.XSHG,113537.XSHG,123029.XSHE,123033.XSHE,127003.XSHE,127004.XSHE,128013.XSHE,128014.XSHE,128018.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191213
49,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113535.XSHG,113537.XSHG,123029.XSHE,123033.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20191220
50,113502.XSHG,113527.XSHG,113528.XSHG,113537.XSHG,123028.XSHE,123029.XSHE,123033.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20191227
51,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,123028.XSHE,123029.XSHE,123033.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20200103
52,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,123028.XSHE,123033.XSHE,127003.XSHE,127004.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20200110
53,113016.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,123028.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20200117
54,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,123028.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128018.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20200123
55,113016.XSHG,113502.XSHG,113505.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,123011.XSHE,123033.XSHE,127003.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128064.XSHE,20200207
56,113016.XSHG,113502.XSHG,113505.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,123011.XSHE,123028.XSHE,123033.XSHE,127003.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20200214
57,110045.XSHG,110059.XSHG,113016.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,123011.XSHE,123028.XSHE,123033.XSHE,127003.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,20200221
58,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,113537.XSHG,123011.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20200228
59,110045.XSHG,113016.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,123011.XSHE,123033.XSHE,127003.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128037.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20200306
60,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,113537.XSHG,123011.XSHE,123028.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,128069.XSHE,20200313
61,110045.XSHG,110059.XSHG,113016.XSHG,113021.XSHG,113519.XSHG,113524.XSHG,113527.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123028.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128062.XSHE,128063.XSHE,20200320
62,110045.XSHG,110059.XSHG,113016.XSHG,113021.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113537.XSHG,123011.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20200327
63,110045.XSHG,113519.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,113537.XSHG,123011.XSHE,123028.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128042.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20200403
64,110045.XSHG,113502.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,113537.XSHG,123011.XSHE,123028.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128050.XSHE,128063.XSHE,128069.XSHE,20200410
65,110045.XSHG,113016.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,113537.XSHG,123011.XSHE,123028.XSHE,123033.XSHE,127003.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20200417
66,110045.XSHG,113016.XSHG,113021.XSHG,113524.XSHG,113527.XSHG,113528.XSHG,113530.XSHG,113535.XSHG,113537.XSHG,123011.XSHE,123028.XSHE,123033.XSHE,128010.XSHE,128013.XSHE,128014.XSHE,128023.XSHE,128026.XSHE,128050.XSHE,128062.XSHE,128063.XSHE,20200424
