sec_id,cb_close,evalute_price,cb_close/evaluate_price,trade_date,pure_bond_close,option_price,duration,volatality,strike_price,stock_price,accrual_end_date
113524.XSHG,108.6,103.80433882905032,1.046199043556815,20200403,100.646971,3.1573678290503366,3.695890410958904,0.3978954765261852,14.56,10.19,2023-12-13
110038.XSHG,115.8,103.86686050611392,1.114888805108186,20200403,99.563221,4.303639506113924,1.610958904109589,0.3548452282897432,25.5,21.87,2021-11-12
113013.XSHG,118.92,103.88062890248062,1.1447755106646282,20200403,100.175326,3.7053029024806237,2.2575342465753425,0.31424354987811604,19.4,16.35,2022-07-06
128010.XSHE,106.501,104.05038743756151,1.0235521714314524,20200403,104.00659300000001,0.04379443756150029,0.8027397260273973,0.46810298119110505,9.26,3.98,2021-01-21
113528.XSHG,106.1,104.09646418911372,1.0192469151233265,20200403,99.395668,4.70079618911372,3.9095890410958902,0.33652220972767904,24.03,16.45,2024-02-29
110053.XSHG,111.85,104.14649598206745,1.073967961622626,20200403,102.920726,1.2257699820674517,3.9452054794520546,0.17235087757246842,7.56,5.96,2024-03-13
113527.XSHG,102.87,104.51758049016695,0.9842363315105448,20200403,102.448293,2.0692874901669382,3.808219178082192,0.4312473970240284,10.52,6.86,2024-01-23
128066.XSHE,112.51100000000001,105.37562356625331,1.0677137291554004,20200403,99.361717,6.013906566253312,4.038356164383561,0.3797825220307011,14.8,14.0,2024-04-16
128042.XSHE,110.0,105.38110986196013,1.0438303424977229,20200403,101.904811,3.476298861960137,3.3205479452054796,0.4620149733071429,13.01,10.1,2023-07-29
110031.XSHG,117.75,106.15868640374055,1.1091885552556255,20200403,105.75752800000001,0.4011584037405393,0.18904109589041096,0.3490163860909685,21.79,19.02,2020-06-11
110052.XSHG,118.8,106.59697272122256,1.1144781785754025,20200403,102.03249,4.564482721222561,3.9205479452054797,0.5293030134431506,8.04,7.72,2024-03-04
127003.XSHE,108.396,106.88914163132013,1.0140973942318416,20200403,106.530667,0.3584746313201342,1.178082191780822,0.40629449831372316,3.01,2.48,2021-06-07
123028.XSHE,111.088,106.9775938559757,1.0384230566034056,20200403,103.00966700000001,3.967926855975689,4.210958904109589,0.4274363641993975,11.95,9.82,2024-06-18
113530.XSHG,109.01,107.06290202309428,1.0181864860760614,20200403,103.111738,3.95116402309428,3.9808219178082194,0.44984447819218587,16.76,11.14,2024-03-26
123011.XSHE,109.0,108.56924170859249,1.0039675904945868,20200403,102.21087,6.358371708592486,3.287671232876712,0.3798956738895562,34.66,23.9,2023-07-17
128069.XSHE,115.601,109.35830492492983,1.057084782718199,20200403,101.27076,8.087544924929832,4.2246575342465755,0.47290382028484396,18.08,17.39,2024-06-23
128093.XSHE,116.2,109.39934276211028,1.062163602323259,20200403,107.070799,2.328543762110283,4.7534246575342465,0.41229526065672883,6.0,5.3,2025-01-02
113537.XSHG,113.21,111.37602277572081,1.01646653542273,20200403,102.63031,8.745712775720817,4.186301369863013,0.5050781875709939,19.93,17.32,2024-06-09
128063.XSHE,114.98899999999999,113.23400820924601,1.015498804807041,20200403,109.180489,4.053519209246025,4.0,0.558532027514985,8.67,7.96,2024-04-02
128050.XSHE,119.999,114.52271448306158,1.0478183349186014,20200403,106.076296,8.446418483061574,3.684931506849315,0.520753355975744,14.93,15.9,2023-12-09
123033.XSHE,111.554,115.34438019539552,0.9671385793657694,20200403,99.629102,15.715278195395516,4.580821917808219,0.7474114434232325,41.2,31.94,2024-10-31
113553.XSHG,121.4,132.17347876887612,0.9184898599232978,20200403,102.15438,30.019098768876134,4.695890410958904,0.4352494679606168,62.69,62.4,2024-12-12
